zipcode,city,state,location_type,tax_returns_filed,population,total_wages,event_timestamp,created_timestamp
97623,BONANZA,OR,PRIMARY,904,1736,20678294,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
79789,WINK,TX,PRIMARY,428,791,17749920,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
16843,HYDE,PA,PRIMARY,418,673,8637578,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
92866,ORANGE,CA,PRIMARY,6759,11381,275673039,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
25064,DUNBAR,WV,PRIMARY,4644,7497,132687650,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
18966,SOUTHAMPTON,PA,PRIMARY,20813,36515,1110748379,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
28052,GASTONIA,NC,PRIMARY,13289,24059,353456373,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
54868,RICE LAKE,WI,PRIMARY,7526,12887,236583824,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
21084,JARRETTSVILLE,MD,PRIMARY,3804,6986,204002723,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
19952,HARRINGTON,DE,PRIMARY,4655,8258,141512863,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
61454,LOMAX,IL,PRIMARY,328,605,8724588,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
32059,LEE,FL,PRIMARY,984,1817,27174190,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
70516,BRANCH,LA,PRIMARY,577,1094,19605048,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
2839,MAPLEVILLE,RI,PRIMARY,906,1601,41396175,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
87015,EDGEWOOD,NM,PRIMARY,6008,10942,235758194,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
37374,SEQUATCHIE,TN,PRIMARY,684,1297,18542038,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
58042,HARWOOD,ND,PRIMARY,625,1237,32477395,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
62338,FOWLER,IL,PRIMARY,735,1341,27415548,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
43344,RICHWOOD,OH,PRIMARY,2634,4746,94272492,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
2812,CAROLINA,RI,PRIMARY,749,1368,37503525,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
29402,CHARLESTON,SC,PRIMARY,349,531,15751160,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
28391,STEDMAN,NC,PRIMARY,2401,4502,84097929,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
23069,HANOVER,VA,PRIMARY,1452,2561,57841342,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
46218,INDIANAPOLIS,IN,PRIMARY,12732,20903,241512037,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
83110,AFTON,WY,PRIMARY,1822,3543,65872797,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
70003,METAIRIE,LA,PRIMARY,18927,32396,679783342,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
27046,SANDY RIDGE,NC,PRIMARY,917,1709,27985887,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
72761,SILOAM SPRINGS,AR,PRIMARY,8095,15283,259389835,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
2659,SOUTH CHATHAM,MA,PRIMARY,594,985,16124247,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
97208,PORTLAND,OR,PRIMARY,1160,1533,31521968,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
85626,PIRTLEVILLE,AZ,PRIMARY,419,834,8196655,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
20136,BRISTOW,VA,PRIMARY,10619,22107,845849788,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
89015,HENDERSON,NV,PRIMARY,17849,30967,735729333,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
43779,SARAHSVILLE,OH,PRIMARY,481,835,13164372,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
96863,M C B H KANEOHE BAY,HI,PRIMARY,2310,2556,39469202,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
41601,ALLEN,KY,PRIMARY,514,957,17423017,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
40390,WILMORE,KY,PRIMARY,2483,4629,72942488,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
28431,CHADBOURN,NC,PRIMARY,2786,5116,70942390,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
25514,FORT GAY,WV,PRIMARY,1373,2774,42518481,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
13732,APALACHIN,NY,PRIMARY,3966,7253,167062976,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
33433,BOCA RATON,FL,PRIMARY,21240,34128,828003054,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
99009,ELK,WA,PRIMARY,1617,2991,51925836,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
5658,MARSHFIELD,VT,PRIMARY,697,1228,19008014,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
48749,OMER,MI,PRIMARY,549,952,13287085,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
34949,FORT PIERCE,FL,PRIMARY,3242,5198,90134616,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
76092,SOUTHLAKE,TX,PRIMARY,11594,24319,1906589831,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
5738,CUTTINGSVILLE,VT,PRIMARY,615,1058,20967960,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
18351,PORTLAND,PA,PRIMARY,347,559,11051612,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
55127,SAINT PAUL,MN,PRIMARY,9099,15796,673842538,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
74832,CARNEY,OK,PRIMARY,378,702,10362996,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
44224,STOW,OH,PRIMARY,20030,33898,875868822,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
37381,SPRING CITY,TN,PRIMARY,3749,6875,104001316,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
48327,WATERFORD,MI,PRIMARY,10732,18206,413035396,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
36783,THOMASTON,AL,PRIMARY,348,661,9995867,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
38486,WESTPOINT,TN,PRIMARY,425,811,11391714,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
56514,BARNESVILLE,MN,PRIMARY,1683,3111,62499955,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
45841,JENERA,OH,PRIMARY,483,865,15970273,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
54451,MEDFORD,WI,PRIMARY,5445,9722,176858106,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
24631,OAKWOOD,VA,PRIMARY,522,968,15688367,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
56589,WAUBUN,MN,PRIMARY,801,1423,19265259,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
63434,BETHEL,MO,PRIMARY,262,479,5759705,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
72330,DYESS,AR,PRIMARY,276,548,6954655,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
40210,LOUISVILLE,KY,PRIMARY,5918,9539,108705958,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
33197,MIAMI,FL,PRIMARY,628,1028,15702441,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
88032,DONA ANA,NM,PRIMARY,983,1789,21136525,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
30132,DALLAS,GA,PRIMARY,13113,25321,569160215,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
11563,LYNBROOK,NY,PRIMARY,11104,19016,606418035,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
91733,SOUTH EL MONTE,CA,PRIMARY,16472,31052,430750015,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
14559,SPENCERPORT,NY,PRIMARY,8942,15998,365362043,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
95436,FORESTVILLE,CA,PRIMARY,2855,4585,107428617,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
13752,DELANCEY,NY,PRIMARY,361,616,9364710,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
77586,SEABROOK,TX,PRIMARY,9752,17586,657995710,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
97054,DEER ISLAND,OR,PRIMARY,556,1020,22216491,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
13203,SYRACUSE,NY,PRIMARY,6280,9714,171340485,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
95246,MOUNTAIN RANCH,CA,PRIMARY,832,1401,22405016,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
27828,FARMVILLE,NC,PRIMARY,3759,6921,114599842,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
87412,BLANCO,NM,PRIMARY,315,579,11722260,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
71941,DONALDSON,AR,PRIMARY,766,1479,21580809,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
55106,SAINT PAUL,MN,PRIMARY,21868,36448,635661245,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
41719,BONNYMAN,KY,PRIMARY,645,1242,18487449,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
15666,MOUNT PLEASANT,PA,PRIMARY,7663,13112,237676324,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
48321,AUBURN HILLS,MI,PRIMARY,287,445,9772270,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
64622,BOGARD,MO,PRIMARY,277,501,7234999,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
13438,REMSEN,NY,PRIMARY,1665,2899,57511036,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
27965,POPLAR BRANCH,NC,PRIMARY,253,424,6252364,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
65441,BOURBON,MO,PRIMARY,2297,4205,64970980,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
60154,WESTCHESTER,IL,PRIMARY,8905,15100,385973046,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
25039,CEDAR GROVE,WV,PRIMARY,485,890,14469525,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
66509,MAYETTA,KS,PRIMARY,1211,2120,34821740,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
15022,CHARLEROI,PA,PRIMARY,5124,8570,150473679,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
97131,NEHALEM,OR,PRIMARY,982,1652,19921931,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
51503,COUNCIL BLUFFS,IA,PRIMARY,16612,29102,683574290,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
17235,MARION,PA,PRIMARY,349,596,10153044,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
28127,NEW LONDON,NC,PRIMARY,2697,4990,102116917,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
32503,PENSACOLA,FL,PRIMARY,14501,23321,471846283,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
50263,WAUKEE,IA,PRIMARY,6423,12093,412354771,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
48045,HARRISON TOWNSHIP,MI,PRIMARY,12646,20828,518189512,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
32189,SATSUMA,FL,PRIMARY,2102,3641,43126165,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
76119,FORT WORTH,TX,PRIMARY,15694,28696,349381901,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
62633,EASTON,IL,PRIMARY,337,597,10032671,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
3220,BELMONT,NH,PRIMARY,3554,6141,129018031,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
94955,PETALUMA,CA,PRIMARY,349,564,15086176,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
42633,MONTICELLO,KY,PRIMARY,7479,14080,174728326,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
64744,EL DORADO SPRINGS,MO,PRIMARY,3177,5807,68789500,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
5488,SWANTON,VT,PRIMARY,3644,6347,130712847,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
56093,WASECA,MN,PRIMARY,5904,10276,198193116,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
30467,SYLVANIA,GA,PRIMARY,5232,9444,137885942,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
1254,RICHMOND,MA,PRIMARY,632,1068,39209955,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
37303,ATHENS,TN,PRIMARY,9889,18135,299186543,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
61752,LE ROY,IL,PRIMARY,2078,3813,85876769,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
95969,PARADISE,CA,PRIMARY,11201,19114,297576409,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
14468,HILTON,NY,PRIMARY,8994,16219,349425027,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
52591,SIGOURNEY,IA,PRIMARY,1382,2444,38544938,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
68701,NORFOLK,NE,PRIMARY,13671,24172,482863129,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
44837,GREENWICH,OH,PRIMARY,1891,3472,51515139,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
98948,TOPPENISH,WA,PRIMARY,4949,9422,121897135,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
95122,SAN JOSE,CA,PRIMARY,22062,41936,701153563,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
6897,WILTON,CT,PRIMARY,8651,16501,1556090212,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
52405,CEDAR RAPIDS,IA,PRIMARY,11605,20107,452457222,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
91739,RANCHO CUCAMONGA,CA,PRIMARY,13201,25587,840812511,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
95113,SAN JOSE,CA,PRIMARY,781,1049,37924110,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
36527,SPANISH FORT,AL,PRIMARY,4841,9416,271939844,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
44662,NAVARRE,OH,PRIMARY,4586,7868,139038676,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
25033,BUFFALO,WV,PRIMARY,939,1817,34788657,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
71232,DELHI,LA,PRIMARY,2746,5067,80564652,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
43734,DUNCAN FALLS,OH,PRIMARY,568,1038,18828277,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
12985,SCHUYLER FALLS,NY,PRIMARY,529,931,16204574,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
28776,SKYLAND,NC,PRIMARY,535,876,17091498,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
92562,MURRIETA,CA,PRIMARY,23762,45927,1191210837,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
37080,JOELTON,TN,PRIMARY,3557,6307,129951131,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
30427,GLENNVILLE,GA,PRIMARY,4135,7747,111936916,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
90232,CULVER CITY,CA,PRIMARY,8201,13073,465313191,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
53934,FRIENDSHIP,WI,PRIMARY,2025,3431,45525291,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
56222,CLARA CITY,MN,PRIMARY,967,1724,25418961,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
26519,ALBRIGHT,WV,PRIMARY,705,1311,22142722,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
55388,WATERTOWN,MN,PRIMARY,2495,4556,109001030,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
66044,LAWRENCE,KS,PRIMARY,10860,16052,310085286,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
29909,OKATIE,SC,PRIMARY,7881,13658,195389288,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
48041,MEMPHIS,MI,PRIMARY,2099,3901,83506554,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
90061,LOS ANGELES,CA,PRIMARY,10076,18477,238903309,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
74137,TULSA,OK,PRIMARY,12450,22445,1042828497,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
7876,SUCCASUNNA,NJ,PRIMARY,5329,9849,354128006,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
12180,TROY,NY,PRIMARY,22753,36062,781174813,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
46507,BRISTOL,IN,PRIMARY,4426,8126,185424431,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
16033,EVANS CITY,PA,PRIMARY,3101,5421,120748627,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
13642,GOUVERNEUR,NY,PRIMARY,3638,6605,110043459,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
56352,MELROSE,MN,PRIMARY,2572,4670,79530423,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
77272,HOUSTON,TX,PRIMARY,574,952,17871728,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
96753,KIHEI,HI,PRIMARY,12196,19553,425439028,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
77563,HITCHCOCK,TX,PRIMARY,4006,6870,145494518,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
47303,MUNCIE,IN,PRIMARY,9663,15957,246705803,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
49740,HARBOR SPRINGS,MI,PRIMARY,3741,6424,118544746,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
13073,GROTON,NY,PRIMARY,2990,5355,110391836,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
48809,BELDING,MI,PRIMARY,4799,8802,152588977,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
27713,DURHAM,NC,PRIMARY,22527,37767,1145303534,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
39452,LUCEDALE,MS,PRIMARY,9858,19596,363756494,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
77531,CLUTE,TX,PRIMARY,6417,11888,239538094,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
30241,LAGRANGE,GA,PRIMARY,9927,18185,282897258,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
36536,FOLEY,AL,PRIMARY,1029,1785,27615352,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
60079,WAUKEGAN,IL,PRIMARY,569,931,14368629,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
44882,SYCAMORE,OH,PRIMARY,1427,2512,42929151,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
93667,TOLLHOUSE,CA,PRIMARY,982,1864,38484975,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
1852,LOWELL,MA,PRIMARY,15022,23950,573609990,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
16928,KNOXVILLE,PA,PRIMARY,602,1100,13995939,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
58638,HEBRON,ND,PRIMARY,461,844,11962712,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
65020,CAMDENTON,MO,PRIMARY,6388,11399,165682464,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
29608,GREENVILLE,SC,PRIMARY,381,637,10473673,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
68037,LOUISVILLE,NE,PRIMARY,1065,1908,43614107,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
37650,ERWIN,TN,PRIMARY,5270,9419,149030757,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
44680,STRASBURG,OH,PRIMARY,1999,3492,63067186,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
52069,PRESTON,IA,PRIMARY,752,1356,23630672,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
35474,MOUNDVILLE,AL,PRIMARY,2712,5149,92262755,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
18092,ZIONSVILLE,PA,PRIMARY,1559,2807,83296501,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
40143,HARDINSBURG,KY,PRIMARY,2322,4268,68638106,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
38104,MEMPHIS,TN,PRIMARY,10387,15241,435448708,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
93666,SULTANA,CA,PRIMARY,407,842,8590796,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
79521,HASKELL,TX,PRIMARY,1520,2731,36788484,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
15639,HUNKER,PA,PRIMARY,978,1723,35257131,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
44507,YOUNGSTOWN,OH,PRIMARY,2012,3357,29382008,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
39120,NATCHEZ,MS,PRIMARY,11745,20822,310840632,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
31624,AXSON,GA,PRIMARY,459,908,11809567,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
92372,PINON HILLS,CA,PRIMARY,1972,3747,75581667,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
32245,JACKSONVILLE,FL,PRIMARY,616,954,19787441,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
8901,NEW BRUNSWICK,NJ,PRIMARY,16776,28187,495595423,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
28001,ALBEMARLE,NC,PRIMARY,10376,18787,314253696,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
8840,METUCHEN,NJ,PRIMARY,8479,15163,598124729,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
98513,OLYMPIA,WA,PRIMARY,14094,25697,596758047,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
60042,ISLAND LAKE,IL,PRIMARY,4229,7500,196089463,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
93930,KING CITY,CA,PRIMARY,6008,12376,192372786,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
65470,FALCON,MO,PRIMARY,405,793,9531033,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
59433,DUTTON,MT,PRIMARY,302,522,7419720,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
61850,INDIANOLA,IL,PRIMARY,264,493,7541580,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
43952,STEUBENVILLE,OH,PRIMARY,7755,12725,202735860,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
11786,SHOREHAM,NY,PRIMARY,2963,5684,199871422,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
45849,GROVER HILL,OH,PRIMARY,558,993,14985287,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
92075,SOLANA BEACH,CA,PRIMARY,6695,10911,481295872,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
56159,MOUNTAIN LAKE,MN,PRIMARY,1239,2247,32183747,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
32562,GULF BREEZE,FL,PRIMARY,419,684,19907223,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
55975,SPRING VALLEY,MN,PRIMARY,2088,3746,73572794,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
27826,FAIRFIELD,NC,PRIMARY,264,491,6260077,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
48475,UBLY,MI,PRIMARY,1402,2465,36328566,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
27617,RALEIGH,NC,PRIMARY,7515,12300,484966226,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
91344,GRANADA HILLS,CA,PRIMARY,23384,41602,1102040461,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
4352,MOUNT VERNON,ME,PRIMARY,753,1307,25438393,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
5402,BURLINGTON,VT,PRIMARY,556,728,16805420,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
1506,BROOKFIELD,MA,PRIMARY,1665,2920,68732705,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
30647,ILA,GA,PRIMARY,272,498,8140291,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
59323,COLSTRIP,MT,PRIMARY,1082,2035,58024076,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
70125,NEW ORLEANS,LA,PRIMARY,5234,8350,178284259,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
48184,WAYNE,MI,PRIMARY,8255,13869,242363273,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
32818,ORLANDO,FL,PRIMARY,20019,34498,546764528,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
47443,LYONS,IN,PRIMARY,517,942,14494654,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
73036,EL RENO,OK,PRIMARY,7193,12754,213297307,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
86043,SECOND MESA,AZ,PRIMARY,590,1121,12271709,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
54494,WISCONSIN RAPIDS,WI,PRIMARY,13663,23860,458696321,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
64097,WELLINGTON,MO,PRIMARY,637,1175,21678040,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
